[2025-06-18 21:08:54] [INFO    ] discord.client: logging in using static token
[2025-06-18 21:13:04] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-06-18 21:13:04] [DEBUG   ] discord.client: Dispatching event message
[2025-06-18 21:13:05] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 97, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-06-19T01:13:05.667000+00:00', 'pinned': False, 'mentions': [{'username': 'klutch', 'public_flags': 0, 'primary_guild': None, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-06-19T01:13:03.789241+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1384614929071345816', 'global_name': None, 'discriminator': '1444', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '73a9bf3c9c1905c024f43d7b9de899a9'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1269288730280333355', '1270178691368095807'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-08-03T13:40:15.600000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1385064817143971880', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': "Hello To The KNR's Hideout <@!1384614929071345816>!\n\nWe hope you stay and have an amazing time!\n\nMake sure to respect our members and staff! :3", 'components': [], 'channel_type': 0, 'channel_id': '1269324757103542422', 'author': {'username': 'ProBot ✨', 'public_flags': 65536, 'primary_guild': None, 'id': '282859044593598464', 'global_name': None, 'discriminator': '5803', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '156a0d2872579f1ffcaa5d2127239bfd'}, 'attachments': [], 'guild_id': '1269267309676200037'}}
[2025-06-18 21:13:05] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-06-18 21:13:05] [DEBUG   ] discord.client: Dispatching event message
[2025-06-18 21:13:27] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 98, 'op': 0, 'd': {'user_id': '900582043010867260', 'timestamp': 1750295607, 'member': {'user': {'username': 'd_uh_', 'public_flags': 0, 'primary_guild': None, 'id': '900582043010867260', 'global_name': 'klutch', 'display_name': 'klutch', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': {'sku_id': '1383136910435811430', 'expires_at': 1755903600, 'asset': 'a_2ac2ff720c831e70518622800c24be86'}, 'avatar': '89a81d6327e7d611d81311a5a0e606aa'}, 'roles': ['1269282457845502049', '1269283376058335242', '1269284966794264620', '1269347229471084685', '1269372103551877232', '1269283484598538262', '1269283454751739996', '1269326530295627806', '1297052310760849439'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-08-03T13:14:41.533000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1269267309676200040', 'guild_id': '1269267309676200037'}}
[2025-06-18 21:13:27] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-06-18 21:13:27] [DEBUG   ] discord.client: Dispatching event typing
[2025-06-18 21:13:27] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-06-18 21:13:30] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 99, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-06-19T01:13:30.288000+00:00', 'pinned': False, 'nonce': '1385064918713106432', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1269282457845502049', '1269283376058335242', '1269284966794264620', '1269347229471084685', '1269372103551877232', '1269283484598538262', '1269283454751739996', '1269326530295627806', '1297052310760849439'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-08-03T13:14:41.533000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1385064920411803751', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '*clear 2', 'components': [], 'channel_type': 0, 'channel_id': '1269267309676200040', 'author': {'username': 'd_uh_', 'public_flags': 0, 'primary_guild': None, 'id': '900582043010867260', 'global_name': 'klutch', 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': {'sku_id': '1383136910435811430', 'expires_at': 1755903600, 'asset': 'a_2ac2ff720c831e70518622800c24be86'}, 'avatar': '89a81d6327e7d611d81311a5a0e606aa'}, 'attachments': [], 'guild_id': '1269267309676200037'}}
[2025-06-18 21:13:30] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-06-18 21:13:30] [DEBUG   ] discord.client: Dispatching event message
[2025-06-18 21:13:30] [DEBUG   ] discord.client: Dispatching event command
[2025-06-18 21:13:30] [DEBUG   ] discord.http: GET https://discord.com/api/v10/channels/1269267309676200040/messages with None has returned 200
[2025-06-18 21:13:30] [DEBUG   ] discord.http: GET /channels/{channel_id}/messages has found its initial rate limit bucket hash (479c05630b7b353bb5c63f707eeef2ee).
[2025-06-18 21:13:30] [DEBUG   ] discord.http: GET https://discord.com/api/v10/channels/1269267309676200040/messages has received [{'type': 0, 'content': '*clear 2', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-06-19T01:13:30.288000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1385064920411803751', 'channel_id': '1269267309676200040', 'author': {'id': '900582043010867260', 'username': 'd_uh_', 'avatar': '89a81d6327e7d611d81311a5a0e606aa', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': 'klutch', 'avatar_decoration_data': {'asset': 'a_2ac2ff720c831e70518622800c24be86', 'sku_id': '1383136910435811430', 'expires_at': 1755903600}, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False}, {'type': 7, 'content': '', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-06-19T01:13:03.867000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1385064809594228767', 'channel_id': '1269267309676200040', 'author': {'id': '1384614929071345816', 'username': 'klutch', 'avatar': '73a9bf3c9c1905c024f43d7b9de899a9', 'discriminator': '1444', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False}, {'type': 0, 'content': '', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2024-10-30T22:29:02.556000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'sticker_items': [{'id': '1297046739898990643', 'name': 'ok', 'format_type': 1}], 'id': '1301311935190536255', 'channel_id': '1269267309676200040', 'author': {'id': '1103468763753500702', 'username': 'exoboy550', 'avatar': 'ed01abf614614b735c398836113b04c5', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': '𝙺𝙽𝚁 !?', 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False}]
[2025-06-18 21:13:30] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1269267309676200040/messages/bulk-delete with {"messages":[1385064920411803751,1385064809594228767]} has returned 403
[2025-06-18 21:13:30] [DEBUG   ] discord.http: POST /channels/{channel_id}/messages/bulk-delete has found its initial rate limit bucket hash (395d6cf0674e9291d994fd56de77ef96).
[2025-06-18 21:13:30] [DEBUG   ] discord.http: A rate limit bucket (395d6cf0674e9291d994fd56de77ef96) has been exhausted. Pre-emptively rate limiting...
[2025-06-18 21:13:33] [DEBUG   ] discord.client: Dispatching event command_error
[2025-06-18 21:13:33] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 100, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-06-19T01:13:33.886000+00:00', 'pinned': False, 'nonce': '9181317635401880092', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-06-19T01:13:03.789241+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1385064935503036477', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '⚠️ An unexpected error occurred.', 'components': [], 'channel_type': 0, 'channel_id': '1269267309676200040', 'author': {'username': 'klutch', 'public_flags': 0, 'primary_guild': None, 'id': '1384614929071345816', 'global_name': None, 'discriminator': '1444', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '73a9bf3c9c1905c024f43d7b9de899a9'}, 'attachments': [], 'guild_id': '1269267309676200037'}}
[2025-06-18 21:13:33] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-06-18 21:13:33] [DEBUG   ] discord.client: Dispatching event message
[2025-06-18 21:13:33] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1269267309676200040/messages with {"content":"\u26a0\ufe0f An unexpected error occurred.","components":[],"nonce":"9181317635401880092","enforce_nonce":true,"tts":false} has returned 200
[2025-06-18 21:13:33] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1269267309676200040/messages has received {'type': 0, 'content': '⚠️ An unexpected error occurred.', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-06-19T01:13:33.886000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1385064935503036477', 'channel_id': '1269267309676200040', 'author': {'id': '1384614929071345816', 'username': 'klutch', 'avatar': '73a9bf3c9c1905c024f43d7b9de899a9', 'discriminator': '1444', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '9181317635401880092'}
[2025-06-18 21:13:33] [ERROR   ] discord.client: Ignoring exception in on_command_error
Traceback (most recent call last):
  File "C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\discord\ext\commands\core.py", line 235, in wrapped
    ret = await coro(*args, **kwargs)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "c:\Users\User\Documents\klutchbot\main.py", line 178, in clear
    await ctx.channel.purge(limit=amount + 1)
  File "C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\discord\channel.py", line 679, in purge
    return await discord.abc._purge_helper(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\discord\abc.py", line 177, in _purge_helper
    await strategy(to_delete, reason=reason)
  File "C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\discord\channel.py", line 604, in delete_messages
    await self._state.http.delete_messages(self.id, message_ids, reason=reason)
  File "C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\discord\http.py", line 756, in request
    raise Forbidden(response, data)
discord.errors.Forbidden: 403 Forbidden (error code: 50013): Missing Permissions

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\discord\client.py", line 481, in _run_event
    await coro(*args, **kwargs)
  File "c:\Users\User\Documents\klutchbot\main.py", line 467, in on_command_error
    raise error
  File "C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\discord\ext\commands\bot.py", line 1366, in invoke
    await ctx.command.invoke(ctx)
  File "C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\discord\ext\commands\core.py", line 1029, in invoke
    await injected(*ctx.args, **ctx.kwargs)  # type: ignore
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\discord\ext\commands\core.py", line 244, in wrapped
    raise CommandInvokeError(exc) from exc
discord.ext.commands.errors.CommandInvokeError: Command raised an exception: Forbidden: 403 Forbidden (error code: 50013): Missing Permissions
[2025-06-18 21:13:46] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 100.
[2025-06-18 21:13:46] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-06-18 21:13:51] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBER_UPDATE', 's': 101, 'op': 0, 'd': {'user': {'username': 'klutch', 'public_flags': 0, 'primary_guild': None, 'id': '1384614929071345816', 'global_name': None, 'discriminator': '1444', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '73a9bf3c9c1905c024f43d7b9de899a9'}, 'unusual_dm_activity_until': None, 'roles': ['1269283376058335242'], 'premium_since': None, 'pending': False, 'nick': None, 'joined_at': '2025-06-19T01:13:03.789000+00:00', 'guild_id': '1269267309676200037', 'flags': 0, 'communication_disabled_until': None, 'banner': None, 'avatar': None}}
[2025-06-18 21:13:51] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-06-18 21:13:51] [DEBUG   ] discord.client: Dispatching event member_update
[2025-06-18 21:13:55] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 102, 'op': 0, 'd': {'user_id': '900582043010867260', 'timestamp': 1750295635, 'member': {'user': {'username': 'd_uh_', 'public_flags': 0, 'primary_guild': None, 'id': '900582043010867260', 'global_name': 'klutch', 'display_name': 'klutch', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': {'sku_id': '1383136910435811430', 'expires_at': 1755903600, 'asset': 'a_2ac2ff720c831e70518622800c24be86'}, 'avatar': '89a81d6327e7d611d81311a5a0e606aa'}, 'roles': ['1269282457845502049', '1269283376058335242', '1269284966794264620', '1269347229471084685', '1269372103551877232', '1269283484598538262', '1269283454751739996', '1269326530295627806', '1297052310760849439'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-08-03T13:14:41.533000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1269267309676200040', 'guild_id': '1269267309676200037'}}
[2025-06-18 21:13:55] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-06-18 21:13:55] [DEBUG   ] discord.client: Dispatching event typing
[2025-06-18 21:13:55] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-06-18 21:13:55] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 103, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-06-19T01:13:55.944000+00:00', 'pinned': False, 'nonce': '1385065025789493248', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1269282457845502049', '1269283376058335242', '1269284966794264620', '1269347229471084685', '1269372103551877232', '1269283484598538262', '1269283454751739996', '1269326530295627806', '1297052310760849439'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-08-03T13:14:41.533000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1385065028020863026', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '*clear 2', 'components': [], 'channel_type': 0, 'channel_id': '1269267309676200040', 'author': {'username': 'd_uh_', 'public_flags': 0, 'primary_guild': None, 'id': '900582043010867260', 'global_name': 'klutch', 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': {'sku_id': '1383136910435811430', 'expires_at': 1755903600, 'asset': 'a_2ac2ff720c831e70518622800c24be86'}, 'avatar': '89a81d6327e7d611d81311a5a0e606aa'}, 'attachments': [], 'guild_id': '1269267309676200037'}}
[2025-06-18 21:13:55] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-06-18 21:13:55] [DEBUG   ] discord.client: Dispatching event message
[2025-06-18 21:13:55] [DEBUG   ] discord.client: Dispatching event command
[2025-06-18 21:13:55] [DEBUG   ] discord.http: GET https://discord.com/api/v10/channels/1269267309676200040/messages with None has returned 200
[2025-06-18 21:13:55] [DEBUG   ] discord.http: GET https://discord.com/api/v10/channels/1269267309676200040/messages has received [{'type': 0, 'content': '*clear 2', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-06-19T01:13:55.944000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1385065028020863026', 'channel_id': '1269267309676200040', 'author': {'id': '900582043010867260', 'username': 'd_uh_', 'avatar': '89a81d6327e7d611d81311a5a0e606aa', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': 'klutch', 'avatar_decoration_data': {'asset': 'a_2ac2ff720c831e70518622800c24be86', 'sku_id': '1383136910435811430', 'expires_at': 1755903600}, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False}, {'type': 0, 'content': '⚠️ An unexpected error occurred.', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-06-19T01:13:33.886000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1385064935503036477', 'channel_id': '1269267309676200040', 'author': {'id': '1384614929071345816', 'username': 'klutch', 'avatar': '73a9bf3c9c1905c024f43d7b9de899a9', 'discriminator': '1444', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False}, {'type': 0, 'content': '*clear 2', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-06-19T01:13:30.288000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1385064920411803751', 'channel_id': '1269267309676200040', 'author': {'id': '900582043010867260', 'username': 'd_uh_', 'avatar': '89a81d6327e7d611d81311a5a0e606aa', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': 'klutch', 'avatar_decoration_data': {'asset': 'a_2ac2ff720c831e70518622800c24be86', 'sku_id': '1383136910435811430', 'expires_at': 1755903600}, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False}]
[2025-06-18 21:13:56] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1269267309676200040/messages/bulk-delete with {"messages":[1385065028020863026,1385064935503036477,1385064920411803751]} has returned 403
[2025-06-18 21:13:56] [DEBUG   ] discord.http: A rate limit bucket (395d6cf0674e9291d994fd56de77ef96) has been exhausted. Pre-emptively rate limiting...
[2025-06-18 21:13:59] [DEBUG   ] discord.client: Dispatching event command_error
[2025-06-18 21:14:00] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 104, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-06-19T01:14:00.970000+00:00', 'pinned': False, 'nonce': '11030826438939701259', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1269283376058335242'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-06-19T01:13:03.789000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1385065049101435022', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '⚠️ An unexpected error occurred.', 'components': [], 'channel_type': 0, 'channel_id': '1269267309676200040', 'author': {'username': 'klutch', 'public_flags': 0, 'primary_guild': None, 'id': '1384614929071345816', 'global_name': None, 'discriminator': '1444', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '73a9bf3c9c1905c024f43d7b9de899a9'}, 'attachments': [], 'guild_id': '1269267309676200037'}}
[2025-06-18 21:14:00] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-06-18 21:14:00] [DEBUG   ] discord.client: Dispatching event message
[2025-06-18 21:14:00] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1269267309676200040/messages with {"content":"\u26a0\ufe0f An unexpected error occurred.","components":[],"nonce":"11030826438939701259","enforce_nonce":true,"tts":false} has returned 200
[2025-06-18 21:14:00] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1269267309676200040/messages has received {'type': 0, 'content': '⚠️ An unexpected error occurred.', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-06-19T01:14:00.970000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1385065049101435022', 'channel_id': '1269267309676200040', 'author': {'id': '1384614929071345816', 'username': 'klutch', 'avatar': '73a9bf3c9c1905c024f43d7b9de899a9', 'discriminator': '1444', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '11030826438939701259'}
[2025-06-18 21:14:00] [ERROR   ] discord.client: Ignoring exception in on_command_error
Traceback (most recent call last):
  File "C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\discord\ext\commands\core.py", line 235, in wrapped
    ret = await coro(*args, **kwargs)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "c:\Users\User\Documents\klutchbot\main.py", line 178, in clear
    await ctx.channel.purge(limit=amount + 1)
  File "C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\discord\channel.py", line 679, in purge
    return await discord.abc._purge_helper(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\discord\abc.py", line 189, in _purge_helper
    await strategy(to_delete, reason=reason)
  File "C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\discord\channel.py", line 604, in delete_messages
    await self._state.http.delete_messages(self.id, message_ids, reason=reason)
  File "C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\discord\http.py", line 756, in request
    raise Forbidden(response, data)
discord.errors.Forbidden: 403 Forbidden (error code: 50013): Missing Permissions

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\discord\client.py", line 481, in _run_event
    await coro(*args, **kwargs)
  File "c:\Users\User\Documents\klutchbot\main.py", line 467, in on_command_error
    raise error
  File "C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\discord\ext\commands\bot.py", line 1366, in invoke
    await ctx.command.invoke(ctx)
  File "C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\discord\ext\commands\core.py", line 1029, in invoke
    await injected(*ctx.args, **ctx.kwargs)  # type: ignore
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\discord\ext\commands\core.py", line 244, in wrapped
    raise CommandInvokeError(exc) from exc
discord.ext.commands.errors.CommandInvokeError: Command raised an exception: Forbidden: 403 Forbidden (error code: 50013): Missing Permissions
[2025-06-18 21:14:06] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBER_UPDATE', 's': 105, 'op': 0, 'd': {'user': {'username': 'klutch', 'public_flags': 0, 'primary_guild': None, 'id': '1384614929071345816', 'global_name': None, 'discriminator': '1444', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '73a9bf3c9c1905c024f43d7b9de899a9'}, 'unusual_dm_activity_until': None, 'roles': ['1269283376058335242', '1270178691368095807'], 'premium_since': None, 'pending': False, 'nick': None, 'joined_at': '2025-06-19T01:13:03.789000+00:00', 'guild_id': '1269267309676200037', 'flags': 0, 'communication_disabled_until': None, 'banner': None, 'avatar': None}}
[2025-06-18 21:14:06] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-06-18 21:14:06] [DEBUG   ] discord.client: Dispatching event member_update
[2025-06-18 21:14:10] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 106, 'op': 0, 'd': {'user_id': '900582043010867260', 'timestamp': 1750295650, 'member': {'user': {'username': 'd_uh_', 'public_flags': 0, 'primary_guild': None, 'id': '900582043010867260', 'global_name': 'klutch', 'display_name': 'klutch', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': {'sku_id': '1383136910435811430', 'expires_at': 1755903600, 'asset': 'a_2ac2ff720c831e70518622800c24be86'}, 'avatar': '89a81d6327e7d611d81311a5a0e606aa'}, 'roles': ['1269282457845502049', '1269283376058335242', '1269284966794264620', '1269347229471084685', '1269372103551877232', '1269283484598538262', '1269283454751739996', '1269326530295627806', '1297052310760849439'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-08-03T13:14:41.533000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1269267309676200040', 'guild_id': '1269267309676200037'}}
[2025-06-18 21:14:10] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-06-18 21:14:10] [DEBUG   ] discord.client: Dispatching event typing
[2025-06-18 21:14:10] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-06-18 21:14:10] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 107, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-06-19T01:14:10.510000+00:00', 'pinned': False, 'nonce': '1385065087156355072', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1269282457845502049', '1269283376058335242', '1269284966794264620', '1269347229471084685', '1269372103551877232', '1269283484598538262', '1269283454751739996', '1269326530295627806', '1297052310760849439'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-08-03T13:14:41.533000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1385065089115230288', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '*clear 2', 'components': [], 'channel_type': 0, 'channel_id': '1269267309676200040', 'author': {'username': 'd_uh_', 'public_flags': 0, 'primary_guild': None, 'id': '900582043010867260', 'global_name': 'klutch', 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': {'sku_id': '1383136910435811430', 'expires_at': 1755903600, 'asset': 'a_2ac2ff720c831e70518622800c24be86'}, 'avatar': '89a81d6327e7d611d81311a5a0e606aa'}, 'attachments': [], 'guild_id': '1269267309676200037'}}
[2025-06-18 21:14:10] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-06-18 21:14:10] [DEBUG   ] discord.client: Dispatching event message
[2025-06-18 21:14:10] [DEBUG   ] discord.client: Dispatching event command
[2025-06-18 21:14:10] [DEBUG   ] discord.http: GET https://discord.com/api/v10/channels/1269267309676200040/messages with None has returned 200
